utc_timestamp,IT_load_new,IT_solar_generation
2016-01-04T00:00:00Z,19872,1
2016-01-04T01:00:00Z,19023,1
2016-01-04T02:00:00Z,18745,1
2016-01-04T03:00:00Z,19110,0
2016-01-04T04:00:00Z,20513,0
2016-01-04T05:00:00Z,24208,0
2016-01-04T06:00:00Z,28600,0
2016-01-04T07:00:00Z,32670,81
2016-01-04T08:00:00Z,35751,466
2016-01-04T09:00:00Z,36378,725
2016-01-04T10:00:00Z,36854,1111
2016-01-04T11:00:00Z,36044,1366
2016-01-04T12:00:00Z,34932,1514
2016-01-04T13:00:00Z,35279,1316
2016-01-04T14:00:00Z,35761,709
2016-01-04T15:00:00Z,36594,118
2016-01-04T16:00:00Z,39285,29
2016-01-04T17:00:00Z,38952,29
2016-01-04T18:00:00Z,38486,29
2016-01-04T19:00:00Z,36296,29
2016-01-04T20:00:00Z,33679,29
2016-01-04T21:00:00Z,29962,29
2016-01-04T22:00:00Z,26943,29
2016-01-04T23:00:00Z,24179,0
2016-01-05T00:00:00Z,22224,0
2016-01-05T01:00:00Z,21217,0
2016-01-05T02:00:00Z,20986,0
2016-01-05T03:00:00Z,21203,0
2016-01-05T04:00:00Z,22496,0
2016-01-05T05:00:00Z,25827,0
2016-01-05T06:00:00Z,29867,4
2016-01-05T07:00:00Z,33368,187
2016-01-05T08:00:00Z,36254,857
2016-01-05T09:00:00Z,36747,1276
2016-01-05T10:00:00Z,36896,1507
2016-01-05T11:00:00Z,35714,1590
2016-01-05T12:00:00Z,34277,1428
2016-01-05T13:00:00Z,34827,1089
2016-01-05T14:00:00Z,35046,575
2016-01-05T15:00:00Z,36284,103
2016-01-05T16:00:00Z,38962,29
2016-01-05T17:00:00Z,38918,29
2016-01-05T18:00:00Z,37882,29
2016-01-05T19:00:00Z,35362,29
2016-01-05T20:00:00Z,32772,29
2016-01-05T21:00:00Z,29149,29
2016-01-05T22:00:00Z,26476,29
2016-01-05T23:00:00Z,24004,1
2016-01-06T00:00:00Z,22129,1
2016-01-06T01:00:00Z,21058,1
2016-01-06T02:00:00Z,20533,1
2016-01-06T03:00:00Z,20421,0
2016-01-06T04:00:00Z,20760,0
2016-01-06T05:00:00Z,22228,0
2016-01-06T06:00:00Z,23734,4
2016-01-06T07:00:00Z,25157,170
2016-01-06T08:00:00Z,27298,645
2016-01-06T09:00:00Z,28659,1331
2016-01-06T10:00:00Z,29406,2171
2016-01-06T11:00:00Z,29129,2631
2016-01-06T12:00:00Z,27792,3237
2016-01-06T13:00:00Z,26686,2584
2016-01-06T14:00:00Z,26823,1357
2016-01-06T15:00:00Z,27808,184
2016-01-06T16:00:00Z,31507,30
2016-01-06T17:00:00Z,32540,29
2016-01-06T18:00:00Z,32867,29
2016-01-06T19:00:00Z,31901,29
2016-01-06T20:00:00Z,30389,29
2016-01-06T21:00:00Z,27944,29
2016-01-06T22:00:00Z,25452,29
2016-01-06T23:00:00Z,23046,0
2016-01-07T00:00:00Z,21226,0
2016-01-07T01:00:00Z,20395,0
2016-01-07T02:00:00Z,20269,0
2016-01-07T03:00:00Z,20728,0
2016-01-07T04:00:00Z,22606,0
2016-01-07T05:00:00Z,28125,0
2016-01-07T06:00:00Z,34490,23
2016-01-07T07:00:00Z,39012,1016
2016-01-07T08:00:00Z,41072,2749
2016-01-07T09:00:00Z,41314,4395
2016-01-07T10:00:00Z,40817,4991
2016-01-07T11:00:00Z,38317,4731
2016-01-07T12:00:00Z,37663,3984
2016-01-07T13:00:00Z,39228,2499
2016-01-07T14:00:00Z,40219,1014
2016-01-07T15:00:00Z,41651,133
2016-01-07T16:00:00Z,44162,29
2016-01-07T17:00:00Z,43039,29
2016-01-07T18:00:00Z,41660,29
2016-01-07T19:00:00Z,39227,29
2016-01-07T20:00:00Z,36137,29
2016-01-07T21:00:00Z,32432,29
2016-01-07T22:00:00Z,28759,29
2016-01-07T23:00:00Z,25739,1
2016-01-08T00:00:00Z,23911,1
2016-01-08T01:00:00Z,23010,1
2016-01-08T02:00:00Z,22594,1
2016-01-08T03:00:00Z,23020,0
2016-01-08T04:00:00Z,24660,0
2016-01-08T05:00:00Z,29565,0
2016-01-08T06:00:00Z,35754,25
2016-01-08T07:00:00Z,39973,451
2016-01-08T08:00:00Z,41391,1394
2016-01-08T09:00:00Z,41095,2245
2016-01-08T10:00:00Z,40681,2768
2016-01-08T11:00:00Z,39028,3604
2016-01-08T12:00:00Z,38120,2949
2016-01-08T13:00:00Z,38948,1865
2016-01-08T14:00:00Z,39616,933
2016-01-08T15:00:00Z,40793,167
2016-01-08T16:00:00Z,43569,29
2016-01-08T17:00:00Z,42888,29
2016-01-08T18:00:00Z,41580,29
2016-01-08T19:00:00Z,38860,29
2016-01-08T20:00:00Z,35219,29
2016-01-08T21:00:00Z,31478,29
2016-01-08T22:00:00Z,28480,29
2016-01-08T23:00:00Z,25469,1
2016-01-09T00:00:00Z,23648,1
2016-01-09T01:00:00Z,22678,1
2016-01-09T02:00:00Z,22337,1
2016-01-09T03:00:00Z,22351,1
2016-01-09T04:00:00Z,22910,0
2016-01-09T05:00:00Z,25489,0
2016-01-09T06:00:00Z,28769,8
2016-01-09T07:00:00Z,31223,425
2016-01-09T08:00:00Z,33921,1796
2016-01-09T09:00:00Z,34593,2641
2016-01-09T10:00:00Z,34088,3165
2016-01-09T11:00:00Z,32352,3164
2016-01-09T12:00:00Z,30766,2973
2016-01-09T13:00:00Z,29946,2085
2016-01-09T14:00:00Z,30201,948
2016-01-09T15:00:00Z,31514,155
2016-01-09T16:00:00Z,35095,29
2016-01-09T17:00:00Z,35898,29
2016-01-09T18:00:00Z,36024,29
2016-01-09T19:00:00Z,33690,29
2016-01-09T20:00:00Z,30731,29
2016-01-09T21:00:00Z,28146,29
2016-01-09T22:00:00Z,26200,29
2016-01-09T23:00:00Z,23802,1
2016-01-10T00:00:00Z,22002,1
2016-01-10T01:00:00Z,20712,0
2016-01-10T02:00:00Z,20142,1
2016-01-10T03:00:00Z,20147,0
2016-01-10T04:00:00Z,20548,0
2016-01-10T05:00:00Z,21677,0
2016-01-10T06:00:00Z,22964,14
2016-01-10T07:00:00Z,24320,641
2016-01-10T08:00:00Z,26531,2037
2016-01-10T09:00:00Z,27747,3467
2016-01-10T10:00:00Z,28163,4433
2016-01-10T11:00:00Z,28488,4781
2016-01-10T12:00:00Z,26986,4340
2016-01-10T13:00:00Z,26242,2888
2016-01-10T14:00:00Z,26415,1383
2016-01-10T15:00:00Z,27221,211
2016-01-10T16:00:00Z,30815,29
2016-01-10T17:00:00Z,32097,29
2016-01-10T18:00:00Z,32567,29
2016-01-10T19:00:00Z,31359,29
2016-01-10T20:00:00Z,29789,29
2016-01-10T21:00:00Z,27441,29
2016-01-10T22:00:00Z,25001,29
2016-01-10T23:00:00Z,22214,0
2016-01-11T00:00:00Z,20582,0
2016-01-11T01:00:00Z,19994,0
2016-01-11T02:00:00Z,20105,0
2016-01-11T03:00:00Z,20623,0
2016-01-11T04:00:00Z,22762,0
2016-01-11T05:00:00Z,28988,0
2016-01-11T06:00:00Z,35975,30
2016-01-11T07:00:00Z,40849,585
2016-01-11T08:00:00Z,42332,1418
2016-01-11T09:00:00Z,42688,2338
2016-01-11T10:00:00Z,42160,2583
2016-01-11T11:00:00Z,40026,3178
2016-01-11T12:00:00Z,39828,2535
2016-01-11T13:00:00Z,40681,1772
2016-01-11T14:00:00Z,41177,1004
2016-01-11T15:00:00Z,42480,214
2016-01-11T16:00:00Z,44396,29
2016-01-11T17:00:00Z,43338,29
2016-01-11T18:00:00Z,41750,29
2016-01-11T19:00:00Z,39515,29
2016-01-11T20:00:00Z,36406,29
2016-01-11T21:00:00Z,32385,29
2016-01-11T22:00:00Z,29222,29
2016-01-11T23:00:00Z,26502,0
2016-01-12T00:00:00Z,25016,0
2016-01-12T01:00:00Z,24292,0
2016-01-12T02:00:00Z,23995,0
2016-01-12T03:00:00Z,24232,0
2016-01-12T04:00:00Z,25902,0
2016-01-12T05:00:00Z,31210,0
2016-01-12T06:00:00Z,37498,28
2016-01-12T07:00:00Z,41823,1027
2016-01-12T08:00:00Z,42891,3005
2016-01-12T09:00:00Z,42742,5458
2016-01-12T10:00:00Z,42142,6764
2016-01-12T11:00:00Z,39150,6794
2016-01-12T12:00:00Z,38561,6397
2016-01-12T13:00:00Z,39589,4377
2016-01-12T14:00:00Z,40725,2253
2016-01-12T15:00:00Z,41276,369
2016-01-12T16:00:00Z,44576,29
2016-01-12T17:00:00Z,44068,29
2016-01-12T18:00:00Z,42954,29
2016-01-12T19:00:00Z,40354,29
2016-01-12T20:00:00Z,37342,29
2016-01-12T21:00:00Z,33109,29
2016-01-12T22:00:00Z,30131,29
2016-01-12T23:00:00Z,27049,0
2016-01-13T00:00:00Z,25307,0
2016-01-13T01:00:00Z,24501,0
2016-01-13T02:00:00Z,24288,0
2016-01-13T03:00:00Z,24579,0
2016-01-13T04:00:00Z,26292,0
2016-01-13T05:00:00Z,31697,0
2016-01-13T06:00:00Z,38261,38
2016-01-13T07:00:00Z,42296,1170
2016-01-13T08:00:00Z,43056,3487
2016-01-13T09:00:00Z,42475,6037
2016-01-13T10:00:00Z,41616,7039
2016-01-13T11:00:00Z,39102,7500
2016-01-13T12:00:00Z,38581,6644
2016-01-13T13:00:00Z,39893,5134
2016-01-13T14:00:00Z,40121,2306
2016-01-13T15:00:00Z,41601,430
2016-01-13T16:00:00Z,44801,29
2016-01-13T17:00:00Z,44708,29
2016-01-13T18:00:00Z,43407,29
2016-01-13T19:00:00Z,40629,29
2016-01-13T20:00:00Z,37781,29
2016-01-13T21:00:00Z,33797,29
2016-01-13T22:00:00Z,30741,29
2016-01-13T23:00:00Z,27510,0
2016-01-14T00:00:00Z,25893,0
2016-01-14T01:00:00Z,25060,0
2016-01-14T02:00:00Z,24815,0
2016-01-14T03:00:00Z,25152,0
2016-01-14T04:00:00Z,26827,0
2016-01-14T05:00:00Z,32064,0
2016-01-14T06:00:00Z,38817,43
2016-01-14T07:00:00Z,42944,925
2016-01-14T08:00:00Z,44133,1958
2016-01-14T09:00:00Z,44203,2899
2016-01-14T10:00:00Z,44269,3120
2016-01-14T11:00:00Z,41826,3200
2016-01-14T12:00:00Z,40836,2590
2016-01-14T13:00:00Z,41949,1680
2016-01-14T14:00:00Z,42716,784
2016-01-14T15:00:00Z,43978,161
2016-01-14T16:00:00Z,45630,29
2016-01-14T17:00:00Z,45032,29
2016-01-14T18:00:00Z,43832,29
2016-01-14T19:00:00Z,40808,29
2016-01-14T20:00:00Z,37957,29
2016-01-14T21:00:00Z,33889,29
2016-01-14T22:00:00Z,30729,29
2016-01-14T23:00:00Z,27707,0
2016-01-15T00:00:00Z,25953,0
2016-01-15T01:00:00Z,25115,0
2016-01-15T02:00:00Z,24893,0
2016-01-15T03:00:00Z,25168,0
2016-01-15T04:00:00Z,26933,0
2016-01-15T05:00:00Z,32252,0
2016-01-15T06:00:00Z,39015,3
2016-01-15T07:00:00Z,42985,423
2016-01-15T08:00:00Z,44174,1598
2016-01-15T09:00:00Z,44320,3930
2016-01-15T10:00:00Z,43810,4860
2016-01-15T11:00:00Z,41198,5317
2016-01-15T12:00:00Z,40142,4947
2016-01-15T13:00:00Z,41302,3884
2016-01-15T14:00:00Z,40934,1821
2016-01-15T15:00:00Z,42198,346
2016-01-15T16:00:00Z,44568,29
2016-01-15T17:00:00Z,44647,29
2016-01-15T18:00:00Z,43595,29
2016-01-15T19:00:00Z,40572,29
2016-01-15T20:00:00Z,37274,29
2016-01-15T21:00:00Z,33445,29
2016-01-15T22:00:00Z,30382,29
2016-01-15T23:00:00Z,28109,0
2016-01-16T00:00:00Z,25922,0
2016-01-16T01:00:00Z,24693,0
2016-01-16T02:00:00Z,24091,0
2016-01-16T03:00:00Z,24111,0
2016-01-16T04:00:00Z,24730,0
2016-01-16T05:00:00Z,27683,0
2016-01-16T06:00:00Z,31489,2
2016-01-16T07:00:00Z,34074,425
2016-01-16T08:00:00Z,36020,1761
2016-01-16T09:00:00Z,36360,3630
2016-01-16T10:00:00Z,35592,4691
2016-01-16T11:00:00Z,33786,4924
2016-01-16T12:00:00Z,32036,4724
2016-01-16T13:00:00Z,30430,3636
2016-01-16T14:00:00Z,30158,1713
2016-01-16T15:00:00Z,31500,341
2016-01-16T16:00:00Z,35317,29
2016-01-16T17:00:00Z,37095,29
2016-01-16T18:00:00Z,36880,29
2016-01-16T19:00:00Z,34686,29
2016-01-16T20:00:00Z,31741,29
2016-01-16T21:00:00Z,29054,29
2016-01-16T22:00:00Z,27045,29
2016-01-16T23:00:00Z,25332,0
2016-01-17T00:00:00Z,23255,0
2016-01-17T01:00:00Z,22080,0
2016-01-17T02:00:00Z,21460,0
2016-01-17T03:00:00Z,21351,0
2016-01-17T04:00:00Z,21838,0
2016-01-17T05:00:00Z,23150,0
2016-01-17T06:00:00Z,24434,29
2016-01-17T07:00:00Z,26247,1030
2016-01-17T08:00:00Z,28861,3215
2016-01-17T09:00:00Z,30363,5476
2016-01-17T10:00:00Z,30398,6065
2016-01-17T11:00:00Z,30740,6884
2016-01-17T12:00:00Z,28758,6206
2016-01-17T13:00:00Z,26935,4544
2016-01-17T14:00:00Z,26705,2064
2016-01-17T15:00:00Z,27552,412
2016-01-17T16:00:00Z,31480,29
2016-01-17T17:00:00Z,33369,29
2016-01-17T18:00:00Z,34040,29
2016-01-17T19:00:00Z,33125,29
2016-01-17T20:00:00Z,31142,29
2016-01-17T21:00:00Z,28666,29
2016-01-17T22:00:00Z,26196,29
2016-01-17T23:00:00Z,23368,0
2016-01-18T00:00:00Z,21967,0
2016-01-18T01:00:00Z,21350,0
2016-01-18T02:00:00Z,21473,0
2016-01-18T03:00:00Z,22103,0
2016-01-18T04:00:00Z,24436,0
2016-01-18T05:00:00Z,30634,0
2016-01-18T06:00:00Z,37921,55
2016-01-18T07:00:00Z,43086,1256
2016-01-18T08:00:00Z,45314,3807
2016-01-18T09:00:00Z,45437,6130
2016-01-18T10:00:00Z,44894,6857
2016-01-18T11:00:00Z,42137,6831
2016-01-18T12:00:00Z,41392,6016
2016-01-18T13:00:00Z,41772,4088
2016-01-18T14:00:00Z,42666,1883
2016-01-18T15:00:00Z,44476,464
2016-01-18T16:00:00Z,46965,29
2016-01-18T17:00:00Z,46418,29
2016-01-18T18:00:00Z,44929,29
2016-01-18T19:00:00Z,42236,29
2016-01-18T20:00:00Z,38892,29
2016-01-18T21:00:00Z,34650,29
2016-01-18T22:00:00Z,31382,29
2016-01-18T23:00:00Z,28133,1
2016-01-19T00:00:00Z,26468,1
2016-01-19T01:00:00Z,25631,1
2016-01-19T02:00:00Z,25193,1
2016-01-19T03:00:00Z,25658,0
2016-01-19T04:00:00Z,27465,0
2016-01-19T05:00:00Z,33026,0
2016-01-19T06:00:00Z,39979,34
2016-01-19T07:00:00Z,44382,683
2016-01-19T08:00:00Z,46575,2661
2016-01-19T09:00:00Z,46844,4492
2016-01-19T10:00:00Z,46578,5464
2016-01-19T11:00:00Z,43775,5750
2016-01-19T12:00:00Z,42641,5230
2016-01-19T13:00:00Z,43297,3928
2016-01-19T14:00:00Z,44114,2034
2016-01-19T15:00:00Z,45183,372
2016-01-19T16:00:00Z,47919,29
2016-01-19T17:00:00Z,47542,29
2016-01-19T18:00:00Z,46129,29
2016-01-19T19:00:00Z,43159,29
2016-01-19T20:00:00Z,39973,29
2016-01-19T21:00:00Z,35510,29
2016-01-19T22:00:00Z,31778,29
2016-01-19T23:00:00Z,28541,0
2016-01-20T00:00:00Z,26901,0
2016-01-20T01:00:00Z,25937,0
2016-01-20T02:00:00Z,25656,0
2016-01-20T03:00:00Z,25773,0
2016-01-20T04:00:00Z,27710,0
2016-01-20T05:00:00Z,33587,0
2016-01-20T06:00:00Z,40648,44
2016-01-20T07:00:00Z,45360,1245
2016-01-20T08:00:00Z,46852,3416
2016-01-20T09:00:00Z,46438,5578
2016-01-20T10:00:00Z,45655,6585
2016-01-20T11:00:00Z,42773,6730
2016-01-20T12:00:00Z,42011,5970
2016-01-20T13:00:00Z,43136,4497
2016-01-20T14:00:00Z,43960,2178
2016-01-20T15:00:00Z,45028,441
2016-01-20T16:00:00Z,47669,29
2016-01-20T17:00:00Z,47690,29
2016-01-20T18:00:00Z,46307,29
2016-01-20T19:00:00Z,43119,29
2016-01-20T20:00:00Z,39468,29
2016-01-20T21:00:00Z,35285,29
2016-01-20T22:00:00Z,31502,29
2016-01-20T23:00:00Z,28643,1
2016-01-21T00:00:00Z,26696,1
2016-01-21T01:00:00Z,25859,1
2016-01-21T02:00:00Z,25716,1
2016-01-21T03:00:00Z,26020,0
2016-01-21T04:00:00Z,27788,0
2016-01-21T05:00:00Z,33482,0
2016-01-21T06:00:00Z,40526,20
2016-01-21T07:00:00Z,44860,745
2016-01-21T08:00:00Z,46340,2346
2016-01-21T09:00:00Z,46107,4311
2016-01-21T10:00:00Z,45176,5053
2016-01-21T11:00:00Z,42337,5670
2016-01-21T12:00:00Z,41324,5163
2016-01-21T13:00:00Z,42287,3915
2016-01-21T14:00:00Z,43180,1900
2016-01-21T15:00:00Z,44182,476
2016-01-21T16:00:00Z,46815,30
2016-01-21T17:00:00Z,46739,29
2016-01-21T18:00:00Z,45665,29
2016-01-21T19:00:00Z,42914,29
2016-01-21T20:00:00Z,39711,29
2016-01-21T21:00:00Z,35364,29
2016-01-21T22:00:00Z,31866,29
2016-01-21T23:00:00Z,29658,1
2016-01-22T00:00:00Z,27527,1
2016-01-22T01:00:00Z,26303,1
2016-01-22T02:00:00Z,25896,1
2016-01-22T03:00:00Z,26047,0
2016-01-22T04:00:00Z,27833,0
2016-01-22T05:00:00Z,33889,0
2016-01-22T06:00:00Z,40902,27
2016-01-22T07:00:00Z,45017,809
2016-01-22T08:00:00Z,46377,2473
2016-01-22T09:00:00Z,46020,4053
2016-01-22T10:00:00Z,45343,4867
2016-01-22T11:00:00Z,42936,5493
2016-01-22T12:00:00Z,42068,5142
2016-01-22T13:00:00Z,42500,4069
2016-01-22T14:00:00Z,42719,1947
2016-01-22T15:00:00Z,43655,408
2016-01-22T16:00:00Z,46155,30
2016-01-22T17:00:00Z,46314,29
2016-01-22T18:00:00Z,45010,29
2016-01-22T19:00:00Z,42343,29
2016-01-22T20:00:00Z,38883,29
2016-01-22T21:00:00Z,34883,29
2016-01-22T22:00:00Z,31544,29
2016-01-22T23:00:00Z,28853,1
2016-01-23T00:00:00Z,27004,1
2016-01-23T01:00:00Z,25683,1
2016-01-23T02:00:00Z,25284,1
2016-01-23T03:00:00Z,25180,0
2016-01-23T04:00:00Z,25945,0
2016-01-23T05:00:00Z,28651,0
2016-01-23T06:00:00Z,32109,67
2016-01-23T07:00:00Z,34970,1028
2016-01-23T08:00:00Z,37296,2940
2016-01-23T09:00:00Z,37112,4702
2016-01-23T10:00:00Z,35696,5535
2016-01-23T11:00:00Z,33794,5439
2016-01-23T12:00:00Z,31730,4549
2016-01-23T13:00:00Z,31516,4016
2016-01-23T14:00:00Z,31525,1897
2016-01-23T15:00:00Z,32692,444
2016-01-23T16:00:00Z,36455,34
2016-01-23T17:00:00Z,38372,29
2016-01-23T18:00:00Z,38294,29
2016-01-23T19:00:00Z,35970,29
2016-01-23T20:00:00Z,32953,29
2016-01-23T21:00:00Z,30437,29
2016-01-23T22:00:00Z,28000,29
2016-01-23T23:00:00Z,25231,1
2016-01-24T00:00:00Z,23283,0
2016-01-24T01:00:00Z,22270,1
2016-01-24T02:00:00Z,21686,1
2016-01-24T03:00:00Z,21615,0
2016-01-24T04:00:00Z,22082,0
2016-01-24T05:00:00Z,23446,0
2016-01-24T06:00:00Z,24532,23
2016-01-24T07:00:00Z,26098,1051
2016-01-24T08:00:00Z,28368,3199
2016-01-24T09:00:00Z,29102,4984
2016-01-24T10:00:00Z,29670,6211
2016-01-24T11:00:00Z,29246,6485
2016-01-24T12:00:00Z,27778,6056
2016-01-24T13:00:00Z,27121,4865
2016-01-24T14:00:00Z,27036,2581
2016-01-24T15:00:00Z,27573,609
2016-01-24T16:00:00Z,31116,33
2016-01-24T17:00:00Z,33917,29
2016-01-24T18:00:00Z,34422,29
2016-01-24T19:00:00Z,33488,29
2016-01-24T20:00:00Z,31572,29
2016-01-24T21:00:00Z,29213,29
2016-01-24T22:00:00Z,26564,29
2016-01-24T23:00:00Z,23625,1
2016-01-25T00:00:00Z,22088,0
2016-01-25T01:00:00Z,21415,1
2016-01-25T02:00:00Z,21494,0
2016-01-25T03:00:00Z,22065,0
2016-01-25T04:00:00Z,24433,0
2016-01-25T05:00:00Z,31048,0
2016-01-25T06:00:00Z,38072,84
2016-01-25T07:00:00Z,42957,1517
2016-01-25T08:00:00Z,44461,3927
2016-01-25T09:00:00Z,44051,5876
2016-01-25T10:00:00Z,43582,6781
2016-01-25T11:00:00Z,41027,7134
2016-01-25T12:00:00Z,40603,6762
2016-01-25T13:00:00Z,41050,5176
2016-01-25T14:00:00Z,41469,2716
2016-01-25T15:00:00Z,42349,615
2016-01-25T16:00:00Z,44780,34
2016-01-25T17:00:00Z,45697,29
2016-01-25T18:00:00Z,44262,29
2016-01-25T19:00:00Z,41658,29
2016-01-25T20:00:00Z,38366,29
2016-01-25T21:00:00Z,34037,29
2016-01-25T22:00:00Z,30961,29
2016-01-25T23:00:00Z,28170,0
2016-01-26T00:00:00Z,26387,0
2016-01-26T01:00:00Z,25531,0
2016-01-26T02:00:00Z,25365,0
2016-01-26T03:00:00Z,25709,0
2016-01-26T04:00:00Z,27589,0
2016-01-26T05:00:00Z,33159,0
2016-01-26T06:00:00Z,39703,80
2016-01-26T07:00:00Z,44299,1411
2016-01-26T08:00:00Z,45600,3596
2016-01-26T09:00:00Z,44879,5460
2016-01-26T10:00:00Z,44281,6376
2016-01-26T11:00:00Z,41290,6512
2016-01-26T12:00:00Z,40484,6144
2016-01-26T13:00:00Z,41025,4701
2016-01-26T14:00:00Z,41622,2528
2016-01-26T15:00:00Z,42831,583
2016-01-26T16:00:00Z,45325,34
2016-01-26T17:00:00Z,46181,29
2016-01-26T18:00:00Z,44870,29
2016-01-26T19:00:00Z,42162,29
2016-01-26T20:00:00Z,39009,29
2016-01-26T21:00:00Z,35032,29
2016-01-26T22:00:00Z,31193,29
2016-01-26T23:00:00Z,28708,0
2016-01-27T00:00:00Z,26794,0
2016-01-27T01:00:00Z,25860,0
2016-01-27T02:00:00Z,25585,0
2016-01-27T03:00:00Z,26007,0
2016-01-27T04:00:00Z,27803,0
2016-01-27T05:00:00Z,33541,0
2016-01-27T06:00:00Z,40072,66
2016-01-27T07:00:00Z,44287,1212
2016-01-27T08:00:00Z,45335,3006
2016-01-27T09:00:00Z,44543,4456
2016-01-27T10:00:00Z,43800,5333
2016-01-27T11:00:00Z,41326,5732
2016-01-27T12:00:00Z,41073,5429
2016-01-27T13:00:00Z,41174,3659
2016-01-27T14:00:00Z,41922,1983
2016-01-27T15:00:00Z,42911,439
2016-01-27T16:00:00Z,45234,34
2016-01-27T17:00:00Z,46322,29
2016-01-27T18:00:00Z,44934,29
2016-01-27T19:00:00Z,42107,29
2016-01-27T20:00:00Z,38930,29
2016-01-27T21:00:00Z,34775,29
2016-01-27T22:00:00Z,31205,29
2016-01-27T23:00:00Z,27728,0
2016-01-28T00:00:00Z,25761,0
2016-01-28T01:00:00Z,24883,0
2016-01-28T02:00:00Z,24658,1
2016-01-28T03:00:00Z,24968,0
2016-01-28T04:00:00Z,26560,0
2016-01-28T05:00:00Z,32330,0
2016-01-28T06:00:00Z,39184,56
2016-01-28T07:00:00Z,43665,1041
2016-01-28T08:00:00Z,44770,2462
2016-01-28T09:00:00Z,44221,3594
2016-01-28T10:00:00Z,43857,4270
2016-01-28T11:00:00Z,41206,4688
2016-01-28T12:00:00Z,40428,4310
2016-01-28T13:00:00Z,41567,3598
2016-01-28T14:00:00Z,42279,2018
2016-01-28T15:00:00Z,43020,494
2016-01-28T16:00:00Z,44995,35
2016-01-28T17:00:00Z,45797,29
2016-01-28T18:00:00Z,44044,29
2016-01-28T19:00:00Z,41122,29
2016-01-28T20:00:00Z,37790,29
2016-01-28T21:00:00Z,34017,29
2016-01-28T22:00:00Z,30956,29
2016-01-28T23:00:00Z,27446,0
2016-01-29T00:00:00Z,25658,0
2016-01-29T01:00:00Z,24868,0
2016-01-29T02:00:00Z,24569,0
2016-01-29T03:00:00Z,24959,0
2016-01-29T04:00:00Z,26794,0
2016-01-29T05:00:00Z,32350,0
2016-01-29T06:00:00Z,38614,70
2016-01-29T07:00:00Z,42635,975
2016-01-29T08:00:00Z,43779,2398
2016-01-29T09:00:00Z,42694,3616
2016-01-29T10:00:00Z,41978,4536
2016-01-29T11:00:00Z,39544,5197
2016-01-29T12:00:00Z,39077,5208
2016-01-29T13:00:00Z,39984,4182
2016-01-29T14:00:00Z,40280,2255
